Review,text_clean,text_casefoldingText,text_final_splitted,text_slangwords,text_tokenizingText,text_normalized,text_stopword,text_sentenced,text_final_stemmed,fitur_terdeteksi,sentiment_pred
"ada kanji, kosa kata, kalimat. bahkan ada contoh dan penjelasannya (walaupun masih bahasa inggris walaupun makek bahasa indo). ada latihan soal dan latihan test jlpt. kalau belajar ada kanji yang tidak tahu bisa dipencet dan keluar artinya. MANTAP",ada kanji kosa kata kalimat bahkan ada contoh dan penjelasannya walaupun masih bahasa inggris walaupun makek bahasa indo ada latihan soal dan latihan test jlpt kalau belajar ada kanji yang tidak tahu bisa dipencet dan keluar artinya MANTAP,ada kanji kosa kata kalimat bahkan ada contoh dan penjelasannya walaupun masih bahasa inggris walaupun makek bahasa indo ada latihan soal dan latihan test jlpt kalau belajar ada kanji yang tidak tahu bisa dipencet dan keluar artinya mantap,ada kanji kosa kata kalimat bahkan ada contoh dan penjelasannya masih bahasa inggris makek bahasa indo ada latihan soal dan latihan test jlpt kalau belajar ada kanji yang tidak tahu bisa dipencet dan keluar artinya mantap,ada kanji kosa kata kalimat bahkan ada contoh dan penjelasannya masih bahasa inggris makek bahasa indo ada latihan soal dan latihan test jlpt kalau belajar ada kanji yang tidak tahu bisa dipencet dan keluar artinya mantap,"['ada', 'kanji', 'kosa', 'kata', 'kalimat', 'bahkan', 'ada', 'contoh', 'dan', 'penjelasannya', 'masih', 'bahasa', 'inggris', 'makek', 'bahasa', 'indo', 'ada', 'latihan', 'soal', 'dan', 'latihan', 'test', 'jlpt', 'kalau', 'belajar', 'ada', 'kanji', 'yang', 'tidak', 'tahu', 'bisa', 'dipencet', 'dan', 'keluar', 'artinya', 'mantap']","['ada', 'kanji', 'kosa', 'kata', 'kalimat', 'bahkan', 'ada', 'contoh', 'dan', 'penjelasannya', 'masih', 'bahasa', 'inggris', 'makek', 'bahasa', 'indo', 'ada', 'latihan', 'soal', 'dan', 'latihan', 'test', 'jlpt', 'kalau', 'belajar', 'ada', 'kanji', 'yang', 'tidak', 'tahu', 'bisa', 'dipencet', 'dan', 'keluar', 'artinya', 'mantap']","['kanji', 'kosa', 'kalimat', 'contoh', 'penjelasannya', 'bahasa', 'inggris', 'makek', 'bahasa', 'indo', 'latihan', 'latihan', 'test', 'jlpt', 'belajar', 'kanji', 'dipencet', 'mantap']",kanji kosa kalimat contoh penjelasannya bahasa inggris makek bahasa indo latihan latihan test jlpt belajar kanji dipencet mantap,kanji kosa kalimat contoh jelas bahasa inggris makek bahasa indo latih latih test jlpt ajar kanji pencet mantap,"bunpou,kanji",positive
untuk aplikasi ini bagi saya sangat membantu saya untuk lebih memahami bunpou bunpou jlpt. yang paling saya sukai dari aplikasi ini saat kita selesai mengerjakan kan soalnya kita bisa bahas ulang yg kita kerjakan untuk saat ini saya beri 5 bintang,untuk aplikasi ini bagi saya sangat membantu saya untuk lebih memahami bunpou bunpou jlpt yang paling saya sukai dari aplikasi ini saat kita selesai mengerjakan kan soalnya kita bisa bahas ulang yg kita kerjakan untuk saat ini saya beri  bintang,untuk aplikasi ini bagi saya sangat membantu saya untuk lebih memahami bunpou bunpou jlpt yang paling saya sukai dari aplikasi ini saat kita selesai mengerjakan kan soalnya kita bisa bahas ulang yg kita kerjakan untuk saat ini saya beri  bintang,untuk aplikasi ini bagi saya sangat membantu saya untuk lebih memahami bunpou bunpou jlpt yang paling saya sukai dari aplikasi ini saat kita selesai mengerjakan kan soalnya kita bisa bahas ulang yg kita kerjakan untuk saat ini saya beri  bintang,untuk aplikasi ini bagi saya sangat membantu saya untuk lebih memahami bunpou bunpou jlpt yang paling saya sukai dari aplikasi ini saat kita selesai mengerjakan kan soalnya kita bisa bahas ulang yang kita kerjakan untuk saat ini saya beri bintang,"['untuk', 'aplikasi', 'ini', 'bagi', 'saya', 'sangat', 'membantu', 'saya', 'untuk', 'lebih', 'memahami', 'bunpou', 'bunpou', 'jlpt', 'yang', 'paling', 'saya', 'sukai', 'dari', 'aplikasi', 'ini', 'saat', 'kita', 'selesai', 'mengerjakan', 'kan', 'soalnya', 'kita', 'bisa', 'bahas', 'ulang', 'yang', 'kita', 'kerjakan', 'untuk', 'saat', 'ini', 'saya', 'beri', 'bintang']","['untuk', 'aplikasi', 'ini', 'bagi', 'saya', 'sangat', 'membantu', 'saya', 'untuk', 'lebih', 'memahami', 'bunpou', 'bunpou', 'jlpt', 'yang', 'paling', 'saya', 'sukai', 'dari', 'aplikasi', 'ini', 'saat', 'kita', 'selesai', 'mengerjakan', 'kan', 'soalnya', 'kita', 'bisa', 'bahas', 'ulang', 'yang', 'kita', 'kerjakan', 'untuk', 'saat', 'ini', 'saya', 'beri', 'bintang']","['aplikasi', 'membantu', 'memahami', 'bunpou', 'bunpou', 'jlpt', 'sukai', 'aplikasi', 'selesai', 'bahas', 'ulang', 'kerjakan', 'bintang']",aplikasi membantu memahami bunpou bunpou jlpt sukai aplikasi selesai bahas ulang kerjakan bintang,aplikasi bantu paham bunpou bunpou jlpt suka aplikasi selesai bahas ulang kerja bintang,bunpou,positive
Selamat malam saya ingin bertanya saya sedang mempelajari teori di apk . Tapi terkendala pada tata bahasa yang mengunakan bahasa inggris padahal saya sudah mengubahnya pengaturan bahasa indonesia. Tolong di bantu selain itu yang lain sdh baik karena mengunakan bahasa Indonesia kecuali tata bahasa,Selamat malam saya ingin bertanya saya sedang mempelajari teori di apk  Tapi terkendala pada tata bahasa yang mengunakan bahasa inggris padahal saya sudah mengubahnya pengaturan bahasa indonesia Tolong di bantu selain itu yang lain sdh baik karena mengunakan bahasa Indonesia kecuali tata bahasa,selamat malam saya ingin bertanya saya sedang mempelajari teori di apk  tapi terkendala pada tata bahasa yang mengunakan bahasa inggris padahal saya sudah mengubahnya pengaturan bahasa indonesia tolong di bantu selain itu yang lain sdh baik karena mengunakan bahasa indonesia kecuali tata bahasa,selamat malam saya ingin bertanya saya sedang mempelajari teori di apk terkendala pada tata bahasa yang mengunakan bahasa inggris padahal saya sudah mengubahnya pengaturan bahasa indonesia tolong di bantu selain itu yang lain sdh baik karena mengunakan bahasa indonesia kecuali tata bahasa,selamat malam saya ingin bertanya saya sedang mempelajari teori di apk terkendala pada tata bahasa yang mengunakan bahasa inggris padahal saya sudah mengubahnya pengaturan bahasa indonesia tolong di bantu selain itu yang lain sudah baik karena mengunakan bahasa indonesia kecuali tata bahasa,"['selamat', 'malam', 'saya', 'ingin', 'bertanya', 'saya', 'sedang', 'mempelajari', 'teori', 'di', 'apk', 'terkendala', 'pada', 'tata', 'bahasa', 'yang', 'mengunakan', 'bahasa', 'inggris', 'padahal', 'saya', 'sudah', 'mengubahnya', 'pengaturan', 'bahasa', 'indonesia', 'tolong', 'di', 'bantu', 'selain', 'itu', 'yang', 'lain', 'sudah', 'baik', 'karena', 'mengunakan', 'bahasa', 'indonesia', 'kecuali', 'tata', 'bahasa']","['selamat', 'malam', 'saya', 'ingin', 'bertanya', 'saya', 'sedang', 'mempelajari', 'teori', 'di', 'apk', 'terkendala', 'pada', 'tata', 'bahasa', 'yang', 'mengunakan', 'bahasa', 'inggris', 'padahal', 'saya', 'sudah', 'mengubahnya', 'pengaturan', 'bahasa', 'indonesia', 'tolong', 'di', 'bantu', 'selain', 'itu', 'yang', 'lain', 'sudah', 'baik', 'karena', 'mengunakan', 'bahasa', 'indonesia', 'kecuali', 'tata', 'bahasa']","['selamat', 'malam', 'mempelajari', 'teori', 'apk', 'terkendala', 'tata', 'bahasa', 'mengunakan', 'bahasa', 'inggris', 'mengubahnya', 'pengaturan', 'bahasa', 'indonesia', 'tolong', 'bantu', 'baik', 'mengunakan', 'bahasa', 'indonesia', 'kecuali', 'tata', 'bahasa']",selamat malam mempelajari teori apk terkendala tata bahasa mengunakan bahasa inggris mengubahnya pengaturan bahasa indonesia tolong bantu baik mengunakan bahasa indonesia kecuali tata bahasa,selamat malam ajar teori apk kendala tata bahasa mengunakan bahasa inggris ubah atur bahasa indonesia tolong bantu baik mengunakan bahasa indonesia kecuali tata bahasa,bunpou,positive
Kalau bisa ada fitur buat ganti kanji nya jadi hiragana/katakana,Kalau bisa ada fitur buat ganti kanji nya jadi hiraganakatakana,kalau bisa ada fitur buat ganti kanji nya jadi hiraganakatakana,kalau bisa ada fitur buat ganti kanji nya jadi hiraganakatakana,kalau bisa ada fitur buat ganti kanji nya jadi hiraganakatakana,"['kalau', 'bisa', 'ada', 'fitur', 'buat', 'ganti', 'kanji', 'nya', 'jadi', 'hiraganakatakana']","['kalau', 'bisa', 'ada', 'fitur', 'buat', 'ganti', 'kanji', 'nya', 'jadi', 'hiraganakatakana']","['fitur', 'ganti', 'kanji', 'hiraganakatakana']",fitur ganti kanji hiraganakatakana,fitur ganti kanji hiraganakatakana,"kanji,kotoba",positive
Ada beberapa penulisan hiraga/katakana yang tidak sesuai dengan kanji nya dan juga arti kata yang masih kaku,Ada beberapa penulisan hiragakatakana yang tidak sesuai dengan kanji nya dan juga arti kata yang masih kaku,ada beberapa penulisan hiragakatakana yang tidak sesuai dengan kanji nya dan juga arti kata yang masih kaku,ada beberapa penulisan hiragakatakana yang tidak sesuai dengan kanji nya dan juga arti kata yang masih kaku,ada beberapa penulisan hiragakatakana yang tidak sesuai dengan kanji nya dan juga arti kata yang masih kaku,"['ada', 'beberapa', 'penulisan', 'hiragakatakana', 'yang', 'tidak', 'sesuai', 'dengan', 'kanji', 'nya', 'dan', 'juga', 'arti', 'kata', 'yang', 'masih', 'kaku']","['ada', 'beberapa', 'penulisan', 'hiragakatakana', 'yang', 'tidak', 'sesuai', 'dengan', 'kanji', 'nya', 'dan', 'juga', 'arti', 'kata', 'yang', 'masih', 'kaku']","['penulisan', 'hiragakatakana', 'sesuai', 'kanji', 'arti', 'kaku']",penulisan hiragakatakana sesuai kanji arti kaku,tulis hiragakatakana sesuai kanji arti kaku,"kanji,kotoba",positive
"sangat bermanfaat buat belajar dan ujian jft N4 memahami kanji ,, Arigatou gozaimasu!",sangat bermanfaat buat belajar dan ujian jft N memahami kanji  Arigatou gozaimasu,sangat bermanfaat buat belajar dan ujian jft n memahami kanji  arigatou gozaimasu,sangat bermanfaat buat belajar dan ujian jft n memahami kanji  arigatou gozaimasu,sangat bermanfaat buat belajar dan ujian jft dan memahami kanji arigatou gozaimasu,"['sangat', 'bermanfaat', 'buat', 'belajar', 'dan', 'ujian', 'jft', 'dan', 'memahami', 'kanji', 'arigatou', 'gozaimasu']","['sangat', 'bermanfaat', 'buat', 'belajar', 'dan', 'ujian', 'jft', 'dan', 'memahami', 'kanji', 'terima kasih', 'gozaimasu']","['bermanfaat', 'belajar', 'ujian', 'jft', 'memahami', 'kanji', 'terima kasih', 'gozaimasu']",bermanfaat belajar ujian jft memahami kanji terima kasih gozaimasu,manfaat ajar uji jft paham kanji terima kasih gozaimasu,kanji,positive
Saya lebih suka fitur sebelum update karena ada penjelasan tentang kanjinya dari pada setelah update,Saya lebih suka fitur sebelum update karena ada penjelasan tentang kanjinya dari pada setelah update,saya lebih suka fitur sebelum update karena ada penjelasan tentang kanjinya dari pada setelah update,saya lebih suka fitur sebelum update karena ada penjelasan tentang kanjinya dari pada setelah update,saya lebih suka fitur sebelum update karena ada penjelasan tentang kanjinya dari pada setelah update,"['saya', 'lebih', 'suka', 'fitur', 'sebelum', 'update', 'karena', 'ada', 'penjelasan', 'tentang', 'kanjinya', 'dari', 'pada', 'setelah', 'update']","['saya', 'lebih', 'suka', 'fitur', 'sebelum', 'update', 'karena', 'ada', 'penjelasan', 'tentang', 'kanjinya', 'dari', 'pada', 'setelah', 'update']","['suka', 'fitur', 'update', 'penjelasan', 'kanjinya', 'update']",suka fitur update penjelasan kanjinya update,suka fitur update jelas kanji update,kanji,positive
bagus untuk pembelajaran kosa kata dan kanji Jepang n4,bagus untuk pembelajaran kosa kata dan kanji Jepang n,bagus untuk pembelajaran kosa kata dan kanji jepang n,bagus untuk pembelajaran kosa kata dan kanji jepang n,bagus untuk pembelajaran kosa kata dan kanji jepang dan,"['bagus', 'untuk', 'pembelajaran', 'kosa', 'kata', 'dan', 'kanji', 'jepang', 'dan']","['bagus', 'untuk', 'pembelajaran', 'kosa', 'kata', 'dan', 'kanji', 'jepang', 'dan']","['bagus', 'pembelajaran', 'kosa', 'kanji', 'jepang']",bagus pembelajaran kosa kanji jepang,bagus ajar kosa kanji jepang,kanji,positive
"Sugoii, cocok banget buat menguji kemampuan kita untuk paham kosakata huruf bhs japan, intinya arigatou gozaimasu, sudah membuat appk yang sangat baik iniğŸ˜â˜ºğŸ˜‡",Sugoii cocok banget buat menguji kemampuan kita untuk paham kosakata huruf bhs japan intinya arigatou gozaimasu sudah membuat appk yang sangat baik ini,sugoii cocok banget buat menguji kemampuan kita untuk paham kosakata huruf bhs japan intinya arigatou gozaimasu sudah membuat appk yang sangat baik ini,sugoii cocok banget buat menguji kemampuan kita untuk paham kosakata huruf bhs japan intinya arigatou gozaimasu sudah membuat appk yang sangat baik ini,sugoii cocok banget buat menguji kemampuan kita untuk paham kosakata huruf bhs japan intinya arigatou gozaimasu sudah membuat appk yang sangat baik ini,"['sugoii', 'cocok', 'banget', 'buat', 'menguji', 'kemampuan', 'kita', 'untuk', 'paham', 'kosakata', 'huruf', 'bhs', 'japan', 'intinya', 'arigatou', 'gozaimasu', 'sudah', 'membuat', 'appk', 'yang', 'sangat', 'baik', 'ini']","['sugoii', 'cocok', 'banget', 'buat', 'menguji', 'kemampuan', 'kita', 'untuk', 'paham', 'kosakata', 'huruf', 'bhs', 'japan', 'intinya', 'terima kasih', 'gozaimasu', 'sudah', 'membuat', 'appk', 'yang', 'sangat', 'baik', 'ini']","['sugoii', 'cocok', 'banget', 'menguji', 'kemampuan', 'paham', 'kosakata', 'huruf', 'bhs', 'japan', 'intinya', 'terima kasih', 'gozaimasu', 'appk', 'baik']",sugoii cocok banget menguji kemampuan paham kosakata huruf bhs japan intinya terima kasih gozaimasu appk baik,sugoii cocok banget uji mampu paham kosakata huruf bhs japan inti terima kasih gozaimasu appk baik,kotoba,positive
"Apk ini sangat membantu biar cepet hafal kanji,tpi banyak banget iklan,msa tiap ngerjain 1x langsung iklan lgi",Apk ini sangat membantu biar cepet hafal kanjitpi banyak banget iklanmsa tiap ngerjain x langsung iklan lgi,apk ini sangat membantu biar cepet hafal kanjitpi banyak banget iklanmsa tiap ngerjain x langsung iklan lgi,apk ini sangat membantu biar cepet hafal kanjitpi banyak banget iklanmsa tiap ngerjain x langsung iklan lgi,apk ini sangat membantu biar cepat hafal kanjitpi banyak banget iklanmsa tiap ngerjain x langsung iklan lagi,"['apk', 'ini', 'sangat', 'membantu', 'biar', 'cepat', 'hafal', 'kanjitpi', 'banyak', 'banget', 'iklanmsa', 'tiap', 'ngerjain', 'x', 'langsung', 'iklan', 'lagi']","['apk', 'ini', 'sangat', 'membantu', 'biar', 'cepat', 'hafal', 'kanjitpi', 'banyak', 'banget', 'iklanmsa', 'tiap', 'ngerjain', 'x', 'langsung', 'iklan', 'lagi']","['apk', 'membantu', 'biar', 'cepat', 'hafal', 'kanjitpi', 'banget', 'iklanmsa', 'ngerjain', 'x', 'langsung', 'iklan']",apk membantu biar cepat hafal kanjitpi banget iklanmsa ngerjain x langsung iklan,apk bantu biar cepat hafal kanjitpi banget iklanmsa ngerjain x langsung iklan,kanji,positive
sangat membantu untuk belajar kanji,sangat membantu untuk belajar kanji,sangat membantu untuk belajar kanji,sangat membantu untuk belajar kanji,sangat membantu untuk belajar kanji,"['sangat', 'membantu', 'untuk', 'belajar', 'kanji']","['sangat', 'membantu', 'untuk', 'belajar', 'kanji']","['membantu', 'belajar', 'kanji']",membantu belajar kanji,bantu ajar kanji,kanji,positive
"sangat memuaskan, semoga cepat bisa berbahasa jepang dengan lancar dan hafal kanji.. amin",sangat memuaskan semoga cepat bisa berbahasa jepang dengan lancar dan hafal kanji amin,sangat memuaskan semoga cepat bisa berbahasa jepang dengan lancar dan hafal kanji amin,sangat memuaskan semoga cepat bisa berbahasa jepang dengan lancar dan hafal kanji amin,sangat memuaskan semoga cepat bisa berbahasa jepang dengan lancar dan hafal kanji amin,"['sangat', 'memuaskan', 'semoga', 'cepat', 'bisa', 'berbahasa', 'jepang', 'dengan', 'lancar', 'dan', 'hafal', 'kanji', 'amin']","['sangat', 'memuaskan', 'semoga', 'cepat', 'bisa', 'berbahasa', 'jepang', 'dengan', 'lancar', 'dan', 'hafal', 'kanji', 'amin']","['memuaskan', 'semoga', 'cepat', 'berbahasa', 'jepang', 'lancar', 'hafal', 'kanji', 'amin']",memuaskan semoga cepat berbahasa jepang lancar hafal kanji amin,muas moga cepat bahasa jepang lancar hafal kanji amin,kanji,positive
"bagus buat latihan bahasa jepang, semoga kedepannya bisa lebih banyak fitur seperti kanji mana yang mau dilatih sama bisa ada list kanjinya",bagus buat latihan bahasa jepang semoga kedepannya bisa lebih banyak fitur seperti kanji mana yang mau dilatih sama bisa ada list kanjinya,bagus buat latihan bahasa jepang semoga kedepannya bisa lebih banyak fitur seperti kanji mana yang mau dilatih sama bisa ada list kanjinya,bagus buat latihan bahasa jepang semoga kedepannya bisa lebih banyak fitur seperti kanji mana yang mau dilatih sama bisa ada list kanjinya,bagus buat latihan bahasa jepang semoga kedepannya bisa lebih banyak fitur seperti kanji mana yang mau dilatih sama bisa ada list kanjinya,"['bagus', 'buat', 'latihan', 'bahasa', 'jepang', 'semoga', 'kedepannya', 'bisa', 'lebih', 'banyak', 'fitur', 'seperti', 'kanji', 'mana', 'yang', 'mau', 'dilatih', 'sama', 'bisa', 'ada', 'list', 'kanjinya']","['bagus', 'buat', 'latihan', 'bahasa', 'jepang', 'semoga', 'kedepannya', 'bisa', 'lebih', 'banyak', 'fitur', 'seperti', 'kanji', 'mana', 'yang', 'mau', 'dilatih', 'sama', 'bisa', 'ada', 'list', 'kanjinya']","['bagus', 'latihan', 'bahasa', 'jepang', 'semoga', 'kedepannya', 'fitur', 'kanji', 'dilatih', 'list', 'kanjinya']",bagus latihan bahasa jepang semoga kedepannya fitur kanji dilatih list kanjinya,bagus latih bahasa jepang moga depan fitur kanji latih list kanji,kanji,positive
"Aplikasi yg gw cariÂ² nih, ada penjelasan di setiap vocab nya.. bismillah Desember bisa lulus N3 ğŸ”¥",Aplikasi yg gw cari nih ada penjelasan di setiap vocab nya bismillah Desember bisa lulus N,aplikasi yg gw cari nih ada penjelasan di setiap vocab nya bismillah desember bisa lulus n,aplikasi yg gw cari nih ada penjelasan di setiap vocab nya bismillah desember bisa lulus n,aplikasi yang saya cari ini ada penjelasan di setiap vocab nya bismillah desember bisa lulus dan,"['aplikasi', 'yang', 'saya', 'cari', 'ini', 'ada', 'penjelasan', 'di', 'setiap', 'vocab', 'nya', 'bismillah', 'desember', 'bisa', 'lulus', 'dan']","['aplikasi', 'yang', 'saya', 'cari', 'ini', 'ada', 'penjelasan', 'di', 'setiap', 'vocab', 'nya', 'bismillah', 'desember', 'bisa', 'lulus', 'dan']","['aplikasi', 'cari', 'penjelasan', 'vocab', 'bismillah', 'desember', 'lulus']",aplikasi cari penjelasan vocab bismillah desember lulus,aplikasi cari jelas vocab bismillah desember lulus,kotoba,positive
